current_filename,subspecialty,extracted_author,extracted_year,extracted_journal,extracted_title,suggested_filename,confidence,confidence_level,status
"John_2021_JSES_The_subscapularis-sparing_windowed_anterior.pdf",SHOULDER_AND_ELBOW,"John",2021,"JSES","The subscapularis sparing windowed anterior","2021_John_JSES_The Subscapularis Sparing Windowed Anterior",1.00,high,pending
"John_2022_AJSM_Long-term_Results_of_Arthroscopic.pdf",SHOULDER_AND_ELBOW,"John",2022,"AJSM","Long term Results of Arthroscopic","2022_John_AJSM_Long Term Results of Arthroscopic",1.00,high,pending
"John_2023_Injury_Prevalence,_Natural_History,_and_Nonoperative.pdf",SHOULDER_AND_ELBOW,"John",2023,"Injury","Prevalence, Natural History, and Nonoperative","2023_John_Injury_Prevalence Natural History and Nonoperative",1.00,high,pending
"Jonathan_1988_JArthroplasty_Glenoid_Loosening_in_Total_Shoulder.pdf",SHOULDER_AND_ELBOW,"Jonathan",1988,"JArthroplasty","Glenoid Loosening in Total Shoulder","1988_Jonathan_JArthroplasty_Glenoid Loosening in Total Shoulder",1.00,high,pending
"Joseph_1972_Unknown_ORIGINAL_ARTICLES.pdf",SHOULDER_AND_ELBOW,"Joseph",1972,"CORR","ORIGINAL ARTICLES","1972_Joseph_CORR_Original Articles",1.00,high,pending
"Joseph_1998_Unknown_TOTAL_SHOULDER_ARTHROPLASTY.pdf",SHOULDER_AND_ELBOW,"Joseph",1998,"CORR","TOTAL SHOULDER ARTHROPLASTY","1998_Joseph_CORR_Total Shoulder Arthroplasty",1.00,high,pending
"Joseph_2005_JSES_Prosthetic_positioning_in_total_shoulder_arthroplasty.pdf",SHOULDER_AND_ELBOW,"Joseph",2005,"JSES","Prosthetic positioning in total shoulder arthroplasty","2005_Joseph_JSES_Prosthetic Positioning in Total Shoulder",1.00,high,pending
"Joseph_2006_CORR_Shoulder_and_Elbow_Fellowships.pdf",SHOULDER_AND_ELBOW,"Joseph",2006,"CORR","Shoulder and Elbow Fellowships","2006_Joseph_CORR_Shoulder and Elbow Fellowships",1.00,high,pending
"Journal_2002_JOrthopRes_www.elsevie~-.con~locateorthres.pdf",SHOULDER_AND_ELBOW,"Journal",2002,"JOrthopRes","www.elsevie~ .con~locateorthres","2002_Journal_JOrthopRes_Www.elsevie~ .con~locateorthres",1.00,high,pending
"Journal_2015_Orthopedics_A_Larger_Critical_Shoulder_Angle_Requires_More_Rotator_Cuff_Activity.pdf",SHOULDER_AND_ELBOW,"Journal",2015,"Orthopedics","A Larger Critical Shoulder Angle Requires More Rotator Cuff Activity","2015_Journal_Orthopedics_A Larger Critical Shoulder Angle Requires More",1.00,high,pending
"Journal_2015_Orthopedics_A_Larger_Critical_Shoulder_Angle_Requires_More_Rotator_Cuff_Activity_1.pdf",SHOULDER_AND_ELBOW,"Journal",2015,"Orthopedics","A Larger Critical Shoulder Angle Requires More Rotator Cuff Activity 1","2015_Journal_Orthopedics_A Larger Critical Shoulder Angle Requires More",1.00,high,pending
"Journal_2016_Orthopedics_Finite_Element_Analysis_of_Glenoid-Sided_Lateralization_in_Reverse.pdf",SHOULDER_AND_ELBOW,"Journal",2016,"Orthopedics","Finite Element Analysis of Glenoid Sided Lateralization in Reverse","2016_Journal_Orthopedics_Finite Element Analysis of Glenoid Sided",1.00,high,pending
"Journal_2016_Spine_Muscle_Architectural_Changes_After_Massive_Human_Rotator_Cuff_Tear.pdf",SHOULDER_AND_ELBOW,"Journal",2016,"Spine","Muscle Architectural Changes After Massive Human Rotator Cuff Tear","2016_Journal_Spine_Muscle Architectural Changes after Massive Human",1.00,high,pending
"Journal_2017_JOrthopRes_Critical_Shoulder_Angle_Acromial_Coverage_Is_More_Relevant_Than.pdf",SHOULDER_AND_ELBOW,"Journal",2017,"JOrthopRes","Critical Shoulder Angle Acromial Coverage Is More Relevant Than","2017_Journal_JOrthopRes_Critical Shoulder Angle Acromial Coverage Is More",1.00,high,pending
"JSES 2014 Subscap takedown vs lesser tuberosity osteotomy.pdf",SHOULDER_AND_ELBOW,"",,"JSES","JSES 2014 Subscap takedown vs lesser tuberosity osteotomy","Unknown_Unknown_JSES_Jses 2014 Subscap Takedown vs Lesser Tuberosity",0.50,medium,pending
"JSES 2015 Shoulder arthroplasty in young patients.pdf",SHOULDER_AND_ELBOW,"Johnson",2015,"JSES","JSES 2015 Shoulder arthroplasty in young patients","2015_Johnson_JSES_Jses 2015 Shoulder Arthroplasty in Young Patients",1.00,high,pending
"Justin_2004_JSES_Primary_reverse_shoulder_arthroplasty_how_did.pdf",SHOULDER_AND_ELBOW,"Justin",2004,"JSES","Primary reverse shoulder arthroplasty how did","2004_Justin_JSES_Primary Reverse Shoulder Arthroplasty How Did",1.00,high,pending
"Justin_2017_JBJS_Axillary_Nerve_Palsy_and_Deltoid.pdf",SHOULDER_AND_ELBOW,"Justin",2017,"JBJS","Axillary Nerve Palsy and Deltoid","2017_Justin_JBJS_Axillary Nerve Palsy and Deltoid",1.00,high,pending
"Kaoru_1994_CORR_CLINICAL_ORTHOPAEDICS_AND_RELATED_RESEARCH.pdf",SHOULDER_AND_ELBOW,"Kaoru",1994,"CORR","CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","1994_Kaoru_CORR_Clinical Orthopaedics and Related Research",1.00,high,pending
"Keith_1993_Injury_Unknown.pdf",SHOULDER_AND_ELBOW,"Keith",1993,"Injury","Unknown","1993_Keith_Injury_Unknown",1.00,high,pending
"Keyes_Unknown_Unknown_OBSERVATIONS_ON_RUPTURE_OF_THE_SUPRASPINATUS_TENDON.pdf",SHOULDER_AND_ELBOW,"Keyes",,"","OBSERVATIONS ON RUPTURE OF THE SUPRASPINATUS TENDON","Unknown_Keyes_Unknown_Observations on Rupture of the Supraspinatus",0.50,medium,pending
"KimsLesion.pdf",SHOULDER_AND_ELBOW,"",2004,"Arthroscopy","KimsLesion","2004_Unknown_Arthroscopy_Kims Lesion",0.75,high,pending
"Knowles_2010_Orthopaedic_Surgery_Tendinopathy_and_tears_of_the_rotator_cuff_are_associated_with.pdf",SHOULDER_AND_ELBOW,"Knowles",2010,"Orthopaedic","Surgery Tendinopathy and tears of the rotator cuff are associated with","2010_Knowles_Orthopaedic_Surgery Tendinopathy and Tears of the Rotator",1.00,high,pending
"Kyle_1994_Arthroscopy_Original_Research.pdf",SHOULDER_AND_ELBOW,"Kyle",1994,"Arthroscopy","Original Research","1994_Kyle_Arthroscopy_Original Research",1.00,high,pending
"Kyle_1994_Arthroscopy_Original_Research_1.pdf",SHOULDER_AND_ELBOW,"Kyle",1994,"Arthroscopy","Original Research 1","1994_Kyle_Arthroscopy_Original Research 1",1.00,high,pending
"Kyung_2013_AJSM_Repair_Integrity_and_Functional_Outcome.pdf",SHOULDER_AND_ELBOW,"Kyung",2013,"AJSM","Repair Integrity and Functional Outcome","2013_Kyung_AJSM_Repair Integrity and Functional Outcome",1.00,high,pending
"Ladermann_2015_Orthopedics_Effect_of_humeral_stem_design_on_humeral_position_and_range.pdf",SHOULDER_AND_ELBOW,"Ladermann",2015,"Orthopedics","Effect of humeral stem design on humeral position and range","2015_Ladermann_Orthopedics_Effect of Humeral Stem Design on Humeral Position",1.00,high,pending
"Laderman_2017_Orthopedics_What_is_the_best_glenoid_configuration_in_onlay_reverse.pdf",SHOULDER_AND_ELBOW,"Laderman",2017,"Orthopedics","What is the best glenoid configuration in onlay reverse","2017_Laderman_Orthopedics_What Is the Best Glenoid Configuration in Onlay",1.00,high,pending
"larson2008.pdf",SHOULDER_AND_ELBOW,"Morrey",,"JBJS","larson2008","Unknown_Morrey_JBJS_Larson2008",0.75,high,pending
"LatDorsiTransferforIrreparableRCT.pdf",SHOULDER_AND_ELBOW,"",2000,"JBJS","LatDorsiTransferforIrreparableRCT","2000_Unknown_JBJS_Lat Dorsi Transfer for Irreparable Rct",0.75,high,pending
"Leo_2018_AJSM_Double-Layer_Rotator_Cuff_Repair.pdf",SHOULDER_AND_ELBOW,"Leo",2018,"AJSM","Double Layer Rotator Cuff Repair","2018_Leo_AJSM_Double Layer Rotator Cuff Repair",1.00,high,pending
"Levy_2008_JBJS_VOL._90-B,_No._7,_JULY_2008.pdf",SHOULDER_AND_ELBOW,"Levy",2008,"JBJS","VOL. 90 B, No. 7, JULY 2008","2008_Levy_JBJS_Vol. 90 B No. 7 July 2008",1.00,high,pending
"Licensee_2023_Spine_Citation_Bauer,_S.;_Ernstbrunner,_L.pdf",SHOULDER_AND_ELBOW,"Licensee",2023,"Spine","Citation Bauer, S.; Ernstbrunner, L","2023_Licensee_Spine_Citation Bauer S. Ernstbrunner L",1.00,high,pending
"Licensee_2025_Arthroscopy_Academic_Editors_Vincenzo_Denaro,.pdf",SHOULDER_AND_ELBOW,"Licensee",2025,"Arthroscopy","Academic Editors Vincenzo Denaro,","2025_Licensee_Arthroscopy_Academic Editors Vincenzo Denaro",1.00,high,pending
"LigRepairPLRI.pdf",SHOULDER_AND_ELBOW,"Clinic",2005,"JBJS","LigRepairPLRI","2005_Clinic_JBJS_Lig Repair Plri",1.00,high,pending
"Lionel_2007_JSES_Glenoid_bone_grafting_with_a_reverse_design_prosthesis.pdf",SHOULDER_AND_ELBOW,"Lionel",2007,"JSES","Glenoid bone grafting with a reverse design prosthesis","2007_Lionel_JSES_Glenoid Bone Grafting with a Reverse Design",1.00,high,pending
"Logan_2018_JSES_Neer_Award_2018_Benzoyl_peroxide_effectively.pdf",SHOULDER_AND_ELBOW,"Logan",2018,"JSES","Neer Award 2018 Benzoyl peroxide effectively","2018_Logan_JSES_Neer Award 2018 Benzoyl Peroxide Effectively",1.00,high,pending
"LongHeadBicepsTendinopathy.pdf",SHOULDER_AND_ELBOW,"Nho",2010,"JAAOS","LongHeadBicepsTendinopathy","2010_Nho_JAAOS_Long Head Biceps Tendinopathy",1.00,high,pending
"Loomer_1988_Orthopedics_GENERAL_ORTHOPAEDICS.pdf",SHOULDER_AND_ELBOW,"Loomer",1988,"Orthopedics","GENERAL ORTHOPAEDICS","1988_Loomer_Orthopedics_General Orthopaedics",1.00,high,pending
"Louis_1996_CORR_CLINICAL_ORTHOPAEDICS_AND_RELATED_RESEARCH.pdf",SHOULDER_AND_ELBOW,"Louis",1996,"CORR","CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","1996_Louis_CORR_Clinical Orthopaedics and Related Research",1.00,high,pending
"Louis_1996_JSES_Development_and_use_of_an_animal.pdf",SHOULDER_AND_ELBOW,"Louis",1996,"JSES","Development and use of an animal","1996_Louis_JSES_Development and Use of an Animal",1.00,high,pending
"Louis_1997_Unknown_THE_ROTATOR_CUFF,_PART_I.pdf",SHOULDER_AND_ELBOW,"Louis",1997,"","THE ROTATOR CUFF, PART I","1997_Louis_Unknown_The Rotator Cuff Part I",0.75,high,pending
"Louis_2009_JSES_FEATURED_ARTICLES.pdf",SHOULDER_AND_ELBOW,"Louis",2009,"JSES","FEATURED ARTICLES","2009_Louis_JSES_Featured Articles",1.00,high,pending
"Lukas_2018_JSES_Long-term_results_of_reverse_total_shoulder.pdf",SHOULDER_AND_ELBOW,"Lukas",2018,"JSES","Long term results of reverse total shoulder","2018_Lukas_JSES_Long Term Results of Reverse Total Shoulder",1.00,high,pending
"Luke_2006_CORR_Indications_for_Rotator_Cuff_Repair.pdf",SHOULDER_AND_ELBOW,"Luke",2006,"CORR","Indications for Rotator Cuff Repair","2006_Luke_CORR_Indications for Rotator Cuff Repair",1.00,high,pending
"Lynn_2011_CORR_SYMPOSIUM_REVERSE_TOTAL_SHOULDER_ARTHROPLASTY.pdf",SHOULDER_AND_ELBOW,"Lynn",2011,"CORR","SYMPOSIUM REVERSE TOTAL SHOULDER ARTHROPLASTY","2011_Lynn_CORR_Symposium Reverse Total Shoulder Arthroplasty",1.00,high,pending
"ManagementofBicepsTendonPathology.pdf",SHOULDER_AND_ELBOW,"Frank",2018,"JAAOS","ManagementofBicepsTendonPathology","2018_Frank_JAAOS_Management of Biceps Tendon Pathology",1.00,high,pending
"ManagementofLateralEpicondylitis.pdf",SHOULDER_AND_ELBOW,"Calfee",2008,"JAAOS","ManagementofLateralEpicondylitis","2008_Calfee_JAAOS_Management of Lateral Epicondylitis",1.00,high,pending
"Management_of_Midshaft_Clavicle_Fractures_in.3.pdf",SHOULDER_AND_ELBOW,"Management",2018,"Midshaft","Clavicle Fractures in.3","2018_Management_Midshaft_Clavicle Fractures In.3",1.00,high,pending
"mantell2017 critical shoulder angle .pdf",SHOULDER_AND_ELBOW,"Mantell",2017,"JSES","mantell2017 critical shoulder angle ","2017_Mantell_JSES_Mantell2017 Critical Shoulder Angle",1.00,high,pending
"Mark_2009_JSES_Glenoid_morphology_in_reverse_shoulder_arthroplasty.pdf",SHOULDER_AND_ELBOW,"Mark",2009,"JSES","Glenoid morphology in reverse shoulder arthroplasty","2009_Mark_JSES_Glenoid Morphology in Reverse Shoulder",1.00,high,pending
"MassiveCuffTearWhentoConsiderRSTA.pdf",SHOULDER_AND_ELBOW,"Harreld",2012,"JAAOS","MassiveCuffTearWhentoConsiderRSTA","2012_Harreld_JAAOS_Massive Cuff Tear Whento Consider Rsta",1.00,high,pending
"MassiveTearsofRC_CurrentConcepts.pdf",SHOULDER_AND_ELBOW,"Warren",,"JBJS","CurrentConcepts","Unknown_Warren_JBJS_Current Concepts",0.75,high,pending
"Matsen_1991_Unknown_SOCIETY_TRANSACTIONS.pdf",SHOULDER_AND_ELBOW,"Matsen",1991,"","SOCIETY TRANSACTIONS","1991_Matsen_Unknown_Society Transactions",0.75,high,pending
"Matsen_1993_Unknown_Unknown.pdf",SHOULDER_AND_ELBOW,"Matsen",1993,"","Unknown","1993_Matsen_Unknown_Unknown",0.75,high,pending
"Matsen_1994_JSES_Total_shoulder_arthroplasty_Some.pdf",SHOULDER_AND_ELBOW,"Matsen",1994,"JSES","Total shoulder arthroplasty Some","1994_Matsen_JSES_Total Shoulder Arthroplasty Some",1.00,high,pending
"Matsen_2001_JSES_The_surface_geometry_of_polyethylene_components_can_be.pdf",SHOULDER_AND_ELBOW,"Matsen",2001,"JSES","The surface geometry of polyethylene components can be","2001_Matsen_JSES_The Surface Geometry of Polyethylene Components",1.00,high,pending
"Matsen_2005_JOrthopRes_Journal_of_Orthopaedic_Research_23_(2005)_18-26.pdf",SHOULDER_AND_ELBOW,"Matsen",2005,"JOrthopRes","Journal of Orthopaedic Research 23 (2005) 18 26","2005_Matsen_JOrthopRes_Journal of Orthopaedic Research 23 2005 18 26",1.00,high,pending
"Matsen_2005_JOrthopRes_Journal_of_Orthopaedic_Research_23_(2005)_18-26_1.pdf",SHOULDER_AND_ELBOW,"Matsen",2005,"JOrthopRes","Journal of Orthopaedic Research 23 (2005) 18 26 1","2005_Matsen_JOrthopRes_Journal of Orthopaedic Research 23 2005 18 26 1",1.00,high,pending
"Matsen_2014_IntOrthop_The_ream_and_run_not_for_every_patient,_every_surgeon.pdf",SHOULDER_AND_ELBOW,"Matsen",2014,"IntOrthop","The ream and run not for every patient, every surgeon","2014_Matsen_IntOrthop_The Ream and Run Not for Every Patient Every",1.00,high,pending
"Matsen_glenohumeral laxity with venting.pdf",SHOULDER_AND_ELBOW,"Matsen",,"","glenohumeral laxity with venting","Unknown_Matsen_Unknown_Glenohumeral Laxity with Venting",0.50,medium,pending
"Matthew_1980_AJSM_Rotator_Cuff_Repair.pdf",SHOULDER_AND_ELBOW,"Matthew",1980,"AJSM","Rotator Cuff Repair","1980_Matthew_AJSM_Rotator Cuff Repair",1.00,high,pending
"Matthew_2002_JSES_Results_of_closed_management_of_acute.pdf",SHOULDER_AND_ELBOW,"Matthew",2002,"JSES","Results of closed management of acute","2002_Matthew_JSES_Results of Closed Management of Acute",1.00,high,pending
"Matthew_2011_CORR_SYMPOSIUM_REVERSE_TOTAL_SHOULDER_ARTHROPLASTY.pdf",SHOULDER_AND_ELBOW,"Matthew",2011,"CORR","SYMPOSIUM REVERSE TOTAL SHOULDER ARTHROPLASTY","2011_Matthew_CORR_Symposium Reverse Total Shoulder Arthroplasty",1.00,high,pending
"Matthew_2014_JSES_What_is_the_effect_of_postoperative_scapular.pdf",SHOULDER_AND_ELBOW,"Matthew",2014,"JSES","What is the effect of postoperative scapular","2014_Matthew_JSES_What Is the Effect of Postoperative Scapular",1.00,high,pending
"McKee_TerribleTriads.pdf",SHOULDER_AND_ELBOW,"McKee",2005,"JBJS","TerribleTriads","2005_McKee_JBJS_Terrible Triads",1.00,high,pending
"Mechanics_1973_Unknown_Acta_orthop._scand._44,_668-678,_1973.pdf",SHOULDER_AND_ELBOW,"Mechanics",1973,"","Acta orthop. scand. 44, 668 678, 1973","1973_Mechanics_Unknown_Acta Orthop. Scand. 44 668 678 1973",0.75,high,pending
"Mechanisms_1973_Unknown_Acta_orthop._scand._44,_668-678,_1973.pdf",SHOULDER_AND_ELBOW,"Mechanisms",1973,"","Acta orthop. scand. 44, 668 678, 1973","1973_Mechanisms_Unknown_Acta Orthop. Scand. 44 668 678 1973",0.75,high,pending
"MedialEpicondylitis_JAAOS.pdf",SHOULDER_AND_ELBOW,"MedialEpicondylitis",2015,"JAAOS","Medial Epicondylitis: Evaluation","2015_MedialEpicondylitis_JAAOS_Medial Epicondylitis- Evaluation",1.00,high,pending
"Mehta_PLRI.pdf",SHOULDER_AND_ELBOW,"Mehta",2004,"JAAOS","Posterolateral Rotatory Instability of the Elbow","2004_Mehta_JAAOS_Posterolateral Rotatory Instability of the Elbow",1.00,high,pending
"Melinda_2005_JSES_Initial_glenoid_component_ﬁxation_in_“reverse”_total.pdf",SHOULDER_AND_ELBOW,"Melinda",2005,"JSES","Initial glenoid component ﬁxation in “reverse” total","2005_Melinda_JSES_Initial Glenoid Component FIxation in Reverse",1.00,high,pending
"Melinda_2005_JSES_Initial_glenoid_component_ﬁxation_in_“reverse”_total_1.pdf",SHOULDER_AND_ELBOW,"Melinda",2005,"JSES","Initial glenoid component ﬁxation in “reverse” total 1","2005_Melinda_JSES_Initial Glenoid Component FIxation in Reverse",1.00,high,pending
"Melinda_2005_JSES_Initial_glenoid_component_ﬁxation_in_“reverse”_total_1_2.pdf",SHOULDER_AND_ELBOW,"Melinda",2005,"JSES","Initial glenoid component ﬁxation in “reverse” total 1 2","2005_Melinda_JSES_Initial Glenoid Component FIxation in Reverse",1.00,high,pending
"Michael_1993_JSES_Humeroscapular_positions.pdf",SHOULDER_AND_ELBOW,"Michael",1993,"JSES","Humeroscapular positions","1993_Michael_JSES_Humeroscapular Positions",1.00,high,pending
"Michael_1995_JSES_Relationship_between_the_lateral.pdf",SHOULDER_AND_ELBOW,"Michael",1995,"JSES","Relationship between the lateral","1995_Michael_JSES_Relationship between the Lateral",1.00,high,pending
"Michael_1996_JSES_Role_of_the_long_head_of_the_biceps.pdf",SHOULDER_AND_ELBOW,"Michael",1996,"JSES","Role of the long head of the biceps","1996_Michael_JSES_Role of the Long Head of the Biceps",1.00,high,pending
"Michael_2007_JSES_Locations_for_screw_ﬁxation_beyond_the_glenoid_vault_for.pdf",SHOULDER_AND_ELBOW,"Michael",2007,"JSES","Locations for screw ﬁxation beyond the glenoid vault for","2007_Michael_JSES_Locations for Screw FIxation Beyond the Glenoid",1.00,high,pending
"Michael_2012_JSES_Disorders_of_the_long_head_of_biceps_tendon.pdf",SHOULDER_AND_ELBOW,"Michael",2012,"JSES","Disorders of the long head of biceps tendon","2012_Michael_JSES_Disorders of the Long Head of Biceps Tendon",1.00,high,pending
"Michael_2015_JSES_The_effects_of_glenoid_wear_patterns_on_patients.pdf",SHOULDER_AND_ELBOW,"Michael",2015,"JSES","The effects of glenoid wear patterns on patients","2015_Michael_JSES_The Effects of Glenoid Wear Patterns on Patients",1.00,high,pending
"Michael_2020_Arthroscopy_Identifying_the_axillary_nerve_during_shoulder_surgery_an_anatomic.pdf",SHOULDER_AND_ELBOW,"Michael",2020,"Arthroscopy","Identifying the axillary nerve during shoulder surgery an anatomic","2020_Michael_Arthroscopy_Identifying the Axillary Nerve during Shoulder",1.00,high,pending
"Michael_2023_JSES_Evaluation_of_survivorship_of_asymptomatic.pdf",SHOULDER_AND_ELBOW,"Michael",2023,"JSES","Evaluation of survivorship of asymptomatic","2023_Michael_JSES_Evaluation of Survivorship of Asymptomatic",1.00,high,pending
"Mike_2025_JSES_Journal_Pre-proof.pdf",SHOULDER_AND_ELBOW,"Mike",2025,"JSES","Journal Pre proof","2025_Mike_JSES_Journal Pre Proof",1.00,high,pending
"Millett_2006_JAAOS_Rehabilitation_of_the_Rotator.pdf",SHOULDER_AND_ELBOW,"Millett",2006,"JAAOS","Rehabilitation of the Rotator","2006_Millett_JAAOS_Rehabilitation of the Rotator",1.00,high,pending
"Moor_2013_BJJ_VOL._95-B,_No._7,_JULY_2013.pdf",SHOULDER_AND_ELBOW,"Moor",2013,"BJJ","VOL. 95 B, No. 7, JULY 2013","2013_Moor_BJJ_Vol. 95 B No. 7 July 2013",1.00,high,pending
"Moor_2013_BJJ_VOL._95-B,_No._7,_JULY_2013_1.pdf",SHOULDER_AND_ELBOW,"Moor",2013,"BJJ","VOL. 95 B, No. 7, JULY 2013 1","2013_Moor_BJJ_Vol. 95 B No. 7 July 2013 1",1.00,high,pending
"MRI_2009_Spine_(page_number_not_for_citation_purposes).pdf",SHOULDER_AND_ELBOW,"MRI",2009,"Spine","(page number not for citation purposes)","2009_MRI_Spine_Page Number Not for Citation Purposes",1.00,high,pending
"Multidirectional_Instability_Shoulder.pdf",SHOULDER_AND_ELBOW,"Multidirectional",1998,"JAAOS","Instability Shoulder","1998_Multidirectional_JAAOS_Instability Shoulder",1.00,high,pending
"Muscle Imbalance and Extremity Injury_A Perplexing Relationship.pdf",SHOULDER_AND_ELBOW,"Muscle Imbalance and Extremity Injury",,"","A Perplexing Relationship","Unknown_Muscle Imbalance and Extremity Injury_Unknown_A Perplexing Relationship",0.50,medium,pending
"Nam_2010_AJSM_Arthroscopic_Rotator_Cuff_Repair_Using.pdf",SHOULDER_AND_ELBOW,"Nam",2010,"AJSM","Arthroscopic Rotator Cuff Repair Using","2010_Nam_AJSM_Arthroscopic Rotator Cuff Repair Using",1.00,high,pending
"Natural_2001_JSES_The_purpose_of_this_study_was_to_examine_longitudinally_the.pdf",SHOULDER_AND_ELBOW,"Natural",2001,"JSES","The purpose of this study was to examine longitudinally the","2001_Natural_JSES_The Purpose of This Study Was to Examine",1.00,high,pending
"Nazeem_2013_JSES_Reverse_shoulder_arthroplasty_components_and_surgical.pdf",SHOULDER_AND_ELBOW,"Nazeem",2013,"JSES","Reverse shoulder arthroplasty components and surgical","2013_Nazeem_JSES_Reverse Shoulder Arthroplasty Components and",1.00,high,pending
"Neer_1983_Injury_Unknown.pdf",SHOULDER_AND_ELBOW,"Neer",1983,"Injury","Unknown","1983_Neer_Injury_Unknown",1.00,high,pending
"Neer_impingement_lesions.pdf",SHOULDER_AND_ELBOW,"Neer",,"","impingement lesions","Unknown_Neer_Unknown_Impingement Lesions",0.50,medium,pending
"Neer_Morrison_glenoid bone grafting.pdf",SHOULDER_AND_ELBOW,"Neer",1988,"","Morrison glenoid bone grafting","1988_Neer_Unknown_Morrison Glenoid Bone Grafting",0.75,high,pending
"Nitin_2011_Arthroscopy_Comparative_Effectiveness_of_Operative_versus_Non-Operative.pdf",SHOULDER_AND_ELBOW,"Nitin",2011,"Arthroscopy","Comparative Effectiveness of Operative versus Non Operative","2011_Nitin_Arthroscopy_Comparative Effectiveness of Operative Versus Non",1.00,high,pending
"Nobuyuki_2009_AJSM_Risk_Factors_for_Tear_Progression.pdf",SHOULDER_AND_ELBOW,"Nobuyuki",2009,"AJSM","Risk Factors for Tear Progression","2009_Nobuyuki_AJSM_Risk Factors for Tear Progression",1.00,high,pending
"Normal_1976_JBJS_The_PDF_of_the_article_you_requested_follows_this_cover_page.pdf",SHOULDER_AND_ELBOW,"Normal",1976,"JBJS","The PDF of the article you requested follows this cover page","1976_Normal_JBJS_The Pdf of the Article You Requested Follows This",1.00,high,pending
"Nwakama_2000_JSES_Each_of_6_patients_(7_shoulders)_underwent_semiconstrained.pdf",SHOULDER_AND_ELBOW,"Nwakama",2000,"JSES","Each of 6 patients (7 shoulders) underwent semiconstrained","2000_Nwakama_JSES_Each of 6 Patients 7 Shoulders Underwent",1.00,high,pending
"Nyffeler_2004_JBJS_VOL._86-B,_No._8,_NOVEMBER_2004.pdf",SHOULDER_AND_ELBOW,"Nyffeler",2004,"JBJS","VOL. 86 B, No. 8, NOVEMBER 2004","2004_Nyffeler_JBJS_Vol. 86 B No. 8 November 2004",1.00,high,pending
"Nyffeler_2004_JBJS_VOL._86-B,_No._8,_NOVEMBER_2004_1.pdf",SHOULDER_AND_ELBOW,"Nyffeler",2004,"JBJS","VOL. 86 B, No. 8, NOVEMBER 2004 1","2004_Nyffeler_JBJS_Vol. 86 B No. 8 November 2004 1",1.00,high,pending
